state,year,Age,PregnancyRate,AbortionRate,BirthRate,AbortionRatio,Pregnancies,Abortions,Births,Miscarriages,Population
AZ,2011,40>,16.2,3.2,10.6,299.1,3340,650,2183,500,205991
AZ,2012,<15,3.3,1.3,1.6,789.4,140,60,70,20,43719
AZ,2012,15-17,26.4,3.6,18.7,191.3,3460,470,2452,540,131175
AZ,2012,18-19,92.6,14,64.3,217.3,8150,1230,5667,1260,88105
AZ,2012,20-24,137.3,21.5,94.7,226.5,31640,4950,21833,4860,230481
AZ,2012,25-29,159.1,17.7,116.3,152.2,33840,3770,24745,5330,212716
AZ,2012,30-34,126.5,11.8,94.6,124.4,26910,2500,20131,4280,212775
AZ,2012,35-39,63.2,7.1,46.1,154.5,12730,1440,9289,2000,201360
AZ,2012,40>,16.3,3,10.8,282.2,3400,640,2254,510,208707
AZ,2013,<15,2.4,0.5,1.6,290.4,110,20,71,20,44468
AZ,2013,15-17,21.6,3,15.3,195.8,2850,390,2011,440,131513
AZ,2013,18-19,84.8,12.3,59.4,206.6,7450,1080,5221,1150,87918
AZ,2013,20-24,131.9,19.1,92.4,206.5,30970,4480,21699,4790,234784
AZ,2013,25-29,157.5,16.5,116.2,141.7,33720,3520,24872,5330,214096
AZ,2013,30-34,123.7,11.2,92.8,120.8,26770,2430,20081,4260,216443
AZ,2013,35-39,63.2,6.8,46.5,145.6,12830,1370,9433,2020,203013
AZ,2013,40>,15.4,2.5,10.6,234.4,3220,520,2212,490,209282
AZ,2014,<15,1.8,0.5,1,470.3,80,20,48,10,45739
AZ,2014,15-17,18.9,2.6,13.4,192.8,2520,340,1783,390,133356
AZ,2014,18-19,77.4,10.6,54.8,193.4,6840,940,4839,1060,88377
AZ,2014,20-24,128.5,18.2,90.3,201.7,30510,4330,21459,4720,237521
AZ,2014,25-29,155.1,15.9,114.7,138.2,34020,3480,25164,5380,219312
AZ,2014,30-34,127.7,10.1,97.1,104.4,27970,2220,21271,4480,219017
AZ,2014,35-39,66.1,6.5,49.1,133,13580,1340,10089,2150,205541
AZ,2014,40>,15.8,2.7,10.7,253.1,3300,570,2234,500,209198
AZ,2015,<15,1.8,0.6,0.9,641.7,80,30,42,10,45450
AZ,2015,15-17,16.7,2.3,11.8,193.7,2270,310,1603,350,135417
AZ,2015,18-19,69.5,10.7,48.1,222.5,6220,960,4307,960,89512
AZ,2015,20-24,124.9,18,87.5,206,29480,4260,20664,4560,236050
AZ,2015,25-29,152.2,16.3,111.9,145.3,34470,3680,25347,5440,226457
AZ,2015,30-34,126.6,10.9,95.5,114.5,27810,2400,20971,4430,219669
AZ,2015,35-39,65.5,6.9,48.2,143.4,13710,1450,10101,2170,209431
AZ,2015,40>,16.3,2.7,11.1,238.8,3390,550,2316,520,207995
AZ,2016,<15,2.3,0.7,1.2,593.8,100,30,55,10,44691
AZ,2016,15-17,14.8,2.2,10.4,207.6,2040,300,1426,310,137425
AZ,2016,18-19,64.7,11.6,43.2,268.6,5880,1060,3931,890,90911
AZ,2016,20-24,121.9,18.4,84.7,217.4,28590,4320,19868,4410,234570
AZ,2016,25-29,147.7,16.4,108.1,152.1,34700,3860,25381,5460,234892
AZ,2016,30-34,128.3,11.2,96.7,115.4,28410,2470,21410,4530,221386
AZ,2016,35-39,64.3,6.7,47.4,142.3,13830,1450,10192,2180,215038
AZ,2016,40>,16.1,2.7,10.9,244.6,3320,550,2257,510,206185
AZ,2017,<15,1.7,0.7,0.8,853,80,30,36,10,44672
AZ,2017,15-17,13.5,2.1,9.3,225,1860,290,1284,290,137599
AZ,2017,18-19,60.6,10.4,40.9,255.4,5540,960,3741,840,91447
AZ,2017,20-24,114.7,17.5,79.5,220.8,26770,4100,18551,4120,233459
AZ,2017,25-29,139.7,15.2,102.4,148.7,33890,3700,24850,5340,242622
AZ,2017,30-34,123.3,10.1,93.5,108.2,27430,2250,20796,4380,222486
AZ,2017,35-39,63.2,6.6,46.6,141.8,13910,1450,10257,2200,219908
AZ,2017,40>,16.3,2.4,11.4,211.6,3380,500,2357,520,207334
AR,1988,<15,19.1,5.4,11,489.7,320,90,183,50,16615
AR,1988,15-17,76.2,19.1,46,414.8,4090,1020,2467,600,53607
AR,1988,18-19,174.9,39.4,109.7,358.8,6310,1420,3956,930,36066
AR,1988,20-24,196.1,27.9,137.8,202.7,17390,2480,12219,2690,88651
AR,1988,25-29,142.1,15.9,103.9,153.1,13240,1480,9677,2080,93179
AR,1988,30-34,73.9,8.9,53.4,167.3,6730,810,4865,1050,91136
AR,1988,35-39,25.6,4.9,16.8,292.1,2170,420,1425,330,84712
AR,1988,40>,5.9,1.8,3.2,571,440,140,243,60,75749
AR,1992,<15,17.9,4.7,10.6,440.1,310,80,185,50,17395
AR,1992,15-17,70.7,14,46.1,303,3680,730,2403,550,52149
AR,1992,18-19,181,36.7,117.2,313.4,6410,1300,4151,960,35429
AR,1992,20-24,207.9,37.6,138.8,270.9,17930,3240,11972,2720,86258
AR,1992,25-29,149.6,18.7,107.5,174.2,12780,1600,9181,2000,85377
AR,1992,30-34,75.5,10.8,53,204.3,7070,1010,4963,1090,93669
AR,1992,35-39,28.9,6.3,18.3,342.5,2650,580,1682,390,91691
AR,1992,40>,5.9,1.7,3.3,521.1,500,150,283,70,84514
AR,1996,<15,16.5,5.9,8.4,700.2,320,110,161,40,19243
AR,1996,15-17,63.7,10.3,43.6,235.7,3690,600,2528,570,57936
AR,1996,18-19,170.8,24.8,119.6,207.4,6420,930,4498,990,37613
AR,1996,20-24,190.2,26.2,134.5,194.7,16770,2310,11861,2600,88180
AR,1996,25-29,151.1,16.3,111,146.4,12770,1370,9380,2010,84503
AR,1996,30-34,79.5,8.2,58.7,139.7,7440,770,5493,1180,93568
AR,1996,35-39,31,4.8,21.4,223.9,3050,470,2112,470,98661
AR,1996,40>,5.7,1.2,3.6,340.3,530,120,338,80,93399
AR,2000,<15,11.9,3.2,6.9,464.8,220,60,130,30,18748
AR,2000,15-17,50.8,7.8,35.2,221.1,2920,450,2021,450,57439
AR,2000,18-19,153.9,18.8,111,169.5,6070,740,4379,950,39463
AR,2000,20-24,194.9,22.7,141.6,160,17680,2060,12852,2780,90737
AR,2000,25-29,155.6,15.4,115.6,133,13530,1340,10049,2140,86956
AR,2000,30-34,86.2,7.9,64.6,121.7,7570,690,5673,1200,87776
AR,2000,35-39,30.9,4.2,21.9,190.8,3110,420,2206,480,100651
AR,2000,40>,7.1,1.3,4.7,266.9,710,130,473,110,100196
AR,2005,<15,8.8,2.6,5,508.7,170,50,98,20,19530
AR,2005,15-17,40.7,5.7,28.7,198,2360,330,1667,370,58060
AR,2005,18-19,139,12.8,104.1,123.1,5310,490,3979,840,38219
AR,2005,20-24,183.4,18.1,136.2,132.8,17830,1760,13242,2820,97189
AR,2005,25-29,155.8,12.8,118.1,108.7,14390,1190,10908,2300,92360
AR,2005,30-34,97,9.2,72.4,127.6,8460,810,6313,1340,87213
AR,2005,35-39,38.2,4.9,27.4,177.7,3440,440,2462,540,89850
AR,2005,40>,7.9,1.4,5.3,265.1,800,140,539,120,101584
AR,2006,<15,9,2.6,5.1,518,170,50,97,20,19101
AR,2006,15-17,43.5,6.5,30.3,216.1,2580,390,1794,400,59242
AR,2006,18-19,146.7,15.7,107.8,146,5650,610,4152,890,38516
AR,2006,20-24,193.6,18,144.8,124.5,18670,1740,13967,2970,96435
AR,2006,25-29,157.2,13.4,118.8,112.8,15160,1290,11447,2420,96388
AR,2006,30-34,98.1,8.4,74,113.7,8470,730,6390,1350,86295
AR,2006,35-39,39.7,5.3,28.3,186.6,3640,480,2587,570,91533
AR,2006,40>,8.1,1.6,5.3,306.7,810,160,527,120,100043
AR,2007,<15,9.1,2.4,5.4,444.9,170,50,103,30,19115
AR,2007,15-17,43.2,6,30.5,196.8,2560,360,1809,400,59368
AR,2007,18-19,143.5,15.8,105.1,150.7,5620,620,4117,890,39176
AR,2007,20-24,195.6,19.2,145.4,132,18780,1840,13960,2980,96034
AR,2007,25-29,158.1,13.5,119.3,113.1,15520,1330,11715,2480,98159
AR,2007,30-34,99,9.1,74.1,123.4,8510,790,6369,1350,85904
AR,2007,35-39,42.1,5.8,29.8,194.6,3890,540,2753,600,92510
AR,2007,40>,8.8,1.8,5.6,321.4,860,180,552,130,97890
AR,2008,<15,8.3,3.1,4.1,754.7,150,60,76,20,18621
AR,2008,15-17,43.4,6.2,30.5,203.7,2550,360,1789,390,58717
AR,2008,18-19,139,15.1,102,147.7,5660,610,4151,890,40690
AR,2008,20-24,186.9,18.9,138.4,136.7,18080,1830,13392,2860,96757
AR,2008,25-29,156.3,13.9,117.5,118.1,15290,1360,11497,2440,97839
AR,2008,30-34,101.1,9.7,75.4,128,8810,840,6570,1400,87138
AR,2008,35-39,39.9,5.1,28.6,178.9,3710,480,2658,580,93015
AR,2008,40>,8.8,1.8,5.6,323.3,830,170,536,120,94923
AR,2009,<15,7.6,2.3,4.2,552.6,140,40,78,20,18628
AR,2009,15-17,41.5,5.9,29.2,200.4,2400,340,1690,370,57798
AR,2009,18-19,132.1,13.7,97.5,140.6,5500,570,4063,870,41672
AR,2009,20-24,180.3,18.9,133,141.8,17600,1840,12979,2780,97614
AR,2009,25-29,156.6,14.5,117.2,123.9,15250,1410,11410,2420,97357
AR,2009,30-34,98.1,8.8,73.6,120.1,8770,790,6582,1400,89380
AR,2009,35-39,38.4,5.2,27.2,192.3,3570,490,2529,550,92855
AR,2009,40>,8,1.6,5.2,307.2,730,150,477,110,92247
AR,2010,<15,6.7,1.8,4,446.5,130,30,76,20,19075
AR,2010,15-17,35.6,5.4,24.7,217,2060,310,1435,320,58048
AR,2010,18-19,125.5,13.7,92.1,148.5,5170,560,3794,820,41205
AR,2010,20-24,166.9,17.7,122.9,143.8,16650,1760,12259,2630,99766
AR,2010,25-29,153.7,13.7,115.5,118.3,14750,1310,11090,2350,95998
AR,2010,30-34,98.8,9.4,73.7,128.2,9090,870,6778,1440,92000
AR,2010,35-39,39.7,5.2,28.3,182.6,3640,480,2602,570,91843
AR,2010,40>,8.5,1.7,5.5,313.7,780,160,506,120,91562
AR,2011,<15,5.9,2.1,2.9,724.8,110,40,57,20,19442
AR,2011,15-17,32.5,4.5,22.9,197.1,1870,260,1323,290,57724
AR,2011,18-19,119.8,12.4,88.5,139.7,4770,490,3522,750,39808
AR,2011,20-24,160.9,16.8,118.7,141.3,16560,1730,12214,2620,102872
AR,2011,25-29,157.2,13.5,118.6,114.2,15030,1290,11338,2400,95590
AR,2011,30-34,100.1,8.6,75.6,113.6,9410,810,7105,1500,94023
AR,2011,35-39,39.8,4.7,28.8,164.7,3580,430,2595,560,90121
AR,2011,40>,9.1,1.7,6,278.5,850,160,561,130,92984
AR,2012,<15,5.1,1.4,3,456.5,100,30,58,10,19411
AR,2012,15-17,30.4,4.6,21.1,216.7,1760,260,1222,270,57896
AR,2012,18-19,109.1,10.8,81,133.4,4210,420,3127,670,38609
AR,2012,20-24,157.2,16.2,116.1,139.7,16430,1700,12136,2600,104511
AR,2012,25-29,153,12.2,116.3,104.7,14600,1160,11104,2340,95470
AR,2012,30-34,102.7,8.8,77.5,113.6,9790,840,7386,1560,95277
AR,2012,35-39,42.6,4.8,31.1,155.5,3810,430,2776,600,89243
AR,2012,40>,8.9,1.8,5.7,315,830,170,538,120,93882
AR,2013,<15,3.3,0.9,1.9,487.7,60,20,37,NA,19483
AR,2013,15-17,25.6,3.4,18.2,186.2,1490,200,1059,230,58224
AR,2013,18-19,108.1,9.6,81.3,118.2,4120,370,3096,660,38092
AR,2013,20-24,151.1,14.6,112.5,130.1,15870,1540,11817,2520,105049
AR,2013,25-29,154.3,13.3,116.5,113.9,14700,1260,11089,2340,95220
AR,2013,30-34,101,8.6,76.3,112.6,9700,820,7324,1550,96002
AR,2013,35-39,43,4.7,31.5,150.5,3850,420,2818,610,89570
AR,2013,40>,9.6,1.9,6.3,298.3,900,180,592,140,94004
AR,2014,<15,3.4,0.7,2.2,309.6,70,10,43,NA,19682
AR,2014,15-17,22.4,2.7,16.2,166.9,1310,160,945,200,58253
AR,2014,18-19,98.9,8.6,74.6,115.1,3760,330,2837,600,38052
AR,2014,20-24,150.6,13.3,113.3,117.7,15770,1400,11862,2510,104722
AR,2014,25-29,155.5,12.2,118.4,103.3,14950,1180,11378,2390,96120
AR,2014,30-34,106.8,7.7,82,94.1,10270,740,7882,1650,96161
AR,2014,35-39,43.9,4.2,32.7,128.7,3960,380,2951,630,90201
AR,2014,40>,9.8,1.7,6.6,265.6,910,160,613,140,93178
AR,2015,<15,3.6,0.9,2.2,397.4,70,20,42,10,19309
AR,2015,15-17,21.1,2.2,15.6,142.8,1240,130,913,200,58624
AR,2015,18-19,94.7,7.3,72.3,100.4,3620,280,2764,580,38253
AR,2015,20-24,148.9,12.4,112.8,109.7,15250,1270,11548,2440,102401
AR,2015,25-29,155.9,10.6,120.2,88.1,15310,1040,11806,2470,98229
AR,2015,30-34,109.2,7.6,84,89.9,10440,720,8040,1680,95678
AR,2015,35-39,45.8,3.9,34.6,113,4200,360,3175,670,91788
AR,2015,40>,9.3,1.3,6.5,202.4,850,120,598,130,91852
AR,2016,<15,3.7,0.8,2.3,356.6,70,20,44,10,19134
AR,2016,15-17,19.2,2.2,14,155.2,1130,130,823,180,58741
AR,2016,18-19,86.8,6.5,66.4,97.2,3330,250,2549,530,38381
AR,2016,20-24,146.4,11.9,111,107.6,14700,1200,11149,2350,100410
AR,2016,25-29,152.4,9.7,118.1,82,15330,970,11882,2470,100576
AR,2016,30-34,107.3,6.2,83.8,73.7,10210,590,7972,1650,95186
AR,2016,35-39,45.5,3.4,34.8,98.7,4260,320,3258,680,93735
AR,2016,40>,9.5,1.4,6.7,202.7,850,120,597,130,89520
AR,2017,<15,4.1,0.9,2.6,349.6,80,20,49,10,19061
AR,2017,15-17,17.3,1.7,12.8,135.5,1010,100,750,160,58408
AR,2017,18-19,84,7.3,63.3,115.7,3220,280,2428,510,38370
AR,2017,20-24,142.6,11.9,107.9,109.8,14150,1180,10711,2260,99228
AR,2017,25-29,149.8,10.6,115.1,92.3,15280,1080,11740,2460,102030
AR,2017,30-34,108.8,6.3,84.9,73.8,10330,590,8066,1670,95002
AR,2017,35-39,44,3.7,33.2,112.4,4170,350,3149,670,94837
AR,2017,40>,9.7,1.1,7,162.1,860,100,627,140,88956
CA,1988,<15,19,10.5,6.2,1673.1,3310,1820,1089,400,174353
CA,1988,15-17,98.2,50.3,35.7,1408.1,56710,29050,20629,7030,577625
CA,1988,18-19,228.4,109.5,90,1217.1,94530,45320,37232,11980,413826
CA,1988,20-24,241.7,87,121.7,715,276950,99680,139420,37850,1145702
CA,1988,25-29,205.6,52.3,123.4,423.4,277290,70480,166468,40340,1348516
CA,1988,30-34,137.3,30.3,86.6,350.4,183330,40510,115637,27180,1334889
CA,1988,35-39,65.9,17.3,39,443.5,75840,19930,44933,10980,1151251
CA,1988,40>,15,4.9,8.1,600.8,14400,4650,7740,2010,957486
CA,1992,<15,21,10.3,8.1,1275.7,4150,2030,1595,520,197602
CA,1992,15-17,100.2,41.7,45.3,919.4,57520,23910,26010,7590,573843
CA,1992,18-19,241,94.2,114.4,823.7,91390,35740,43391,12250,379239
CA,1992,20-24,265.6,91.2,137.7,662.9,299770,103000,155391,41380,1128840
CA,1992,25-29,206.7,49.1,127.2,386,278680,66210,171545,40930,1348532
CA,1992,30-34,144.9,30,93.2,321.7,207320,42930,133415,30980,1431059
CA,1992,35-39,74.1,18.1,45.1,401.7,96500,23610,58772,14120,1301722
CA,1992,40>,18.7,5.7,10.3,552.4,20990,6410,11611,2960,1123035
CA,1996,<15,15.2,6.8,6.4,1063.2,3530,1580,1490,460,232435
CA,1996,15-17,79.2,31.4,37.2,844.8,51290,20350,24088,6850,647586
CA,1996,18-19,199.7,71.9,100.5,715.2,77750,27990,39134,10630,389333
CA,1996,20-24,231.6,71.6,127.4,561.9,232130,71740,127676,32710,1002422
CA,1996,25-29,186.2,43.1,115.6,373.3,235190,54510,146026,34660,1263294
CA,1996,30-34,135.8,24.6,90.6,271.2,187640,33960,125236,28440,1382143
CA,1996,35-39,72.2,15.7,45.8,341.7,97620,21170,61948,14510,1352234
CA,1996,40>,19.8,5.5,11.5,474.5,23820,6570,13835,3420,1201110
CA,2000,<15,11.6,6.5,3.7,1748.8,2800,1570,896,340,241014
CA,2000,15-17,55.9,21.8,26.6,817.7,39710,15470,18914,5330,710582
CA,2000,18-19,157.1,58.3,77.5,752.2,74100,27490,36549,10060,471702
CA,2000,20-24,202.9,67.4,107.3,628.4,232220,77160,122783,32270,1144388
CA,2000,25-29,184.7,43.8,113.7,385.3,227030,53870,139812,33350,1229480
CA,2000,30-34,145.5,25.6,97.7,262.2,189980,33470,127640,28870,1306036
CA,2000,35-39,75.5,14.4,49.7,289.1,104380,19880,68758,15740,1382911
CA,2000,40>,20.5,5.1,12.5,407.3,27370,6760,16607,4000,1333879
CA,2005,<15,8.1,4.3,2.8,1573.9,2220,1190,756,270,274727
CA,2005,15-17,42.1,15.4,20.9,735.5,33640,12320,16744,4580,799294
CA,2005,18-19,129.2,44,67.4,652.8,63850,21730,33290,8830,494219
CA,2005,20-24,178.2,53.6,99.3,539.4,225200,67730,125580,31890,1264029
CA,2005,25-29,178,38.3,113.2,338.6,225740,48610,143561,33570,1268181
CA,2005,30-34,153.2,23.8,105.9,224.4,193570,30020,133787,29760,1263443
CA,2005,35-39,83.7,13.6,57.3,237.4,110690,17980,75761,16950,1322153
CA,2005,40>,22.3,4.9,14.1,344.3,30630,6680,19403,4550,1375746
CA,2006,<15,7.6,4.2,2.5,1668.5,2070,1140,682,250,273119
CA,2006,15-17,42.2,15.4,21,735.1,34580,12660,17218,4710,819346
CA,2006,18-19,133.5,44.4,70.5,630.5,67380,22430,35582,9360,504789
CA,2006,20-24,184.1,55.6,102.5,542.2,232100,70060,129202,32850,1260991
CA,2006,25-29,180.4,39.5,114.1,346.1,234510,51340,148359,34810,1299943
CA,2006,30-34,156.9,24.6,108.2,227.5,193630,30370,133517,29740,1234424
CA,2006,35-39,85.8,14.1,58.6,241.5,114110,18800,77853,17450,1329355
CA,2006,40>,23.3,5,14.8,336.9,31450,6750,20027,4680,1350502
CA,2007,<15,7.9,4.4,2.5,1774.9,2090,1180,663,250,265766
CA,2007,15-17,42.6,15.7,21.2,738.9,35410,13000,17592,4820,830407
CA,2007,18-19,132.3,45,69,652.8,68710,23390,35825,9500,519197
CA,2007,20-24,184.1,57,101.2,563.2,233000,72120,128059,32820,1265950
CA,2007,25-29,182,40.6,114.5,354.7,239530,53430,150629,35470,1315736
CA,2007,30-34,160.8,25.5,110.6,230.5,196850,31210,135432,30210,1224203
CA,2007,35-39,87.4,14.8,59.3,248.9,115680,19530,78489,17650,1324022
CA,2007,40>,23.7,5.3,14.9,354.1,31350,6980,19725,4640,1324229
CA,2008,<15,7.3,4.1,2.4,1725.5,1940,1080,625,230,263500
CA,2008,15-17,40.6,14.4,20.7,698.4,33500,11890,17018,4590,824052
CA,2008,18-19,122.4,41.2,64.2,643,66200,22320,34712,9170,541090
CA,2008,20-24,174.1,54.1,95.4,567.2,223140,69390,122339,31410,1281747
CA,2008,25-29,175.2,38.8,110.5,350.9,233390,51630,147157,34590,1332141
CA,2008,30-34,156.8,24.8,108,229.3,192670,30420,132672,29580,1228822
CA,2008,35-39,85.8,14.2,58.5,242.3,112890,18650,76983,17260,1315297
CA,2008,40>,24.2,5,15.5,323.5,31540,6560,20273,4710,1305301
CA,2009,<15,6.6,3.7,2.1,1784.1,1740,980,550,210,263307
CA,2009,15-17,37.1,13.1,18.9,691.1,30230,10660,15419,4150,815087
CA,2009,18-19,110.5,36.9,58.3,633.7,61490,20540,32412,8540,556358
CA,2009,20-24,160.3,50.3,87.5,575.4,208960,65600,114005,29360,1303607
CA,2009,25-29,167,36.7,105.5,347.7,223240,49050,141070,33120,1336716
CA,2009,30-34,150.2,23.7,103.4,229.1,187550,29600,129165,28790,1249089
CA,2009,35-39,83.8,13.6,57.3,238,108910,17730,74507,16670,1300076
CA,2009,40>,24.1,5.1,15.4,330.4,31100,6570,19892,4640,1290939
CA,2010,<15,5.8,3.4,1.7,2034.7,1490,880,433,170,258820
CA,2010,15-17,32.4,11.4,16.5,693.2,26130,9230,13314,3590,807506
CA,2010,18-19,101,33.1,53.8,614.4,55970,18330,29835,7800,554209
CA,2010,20-24,147.9,46.5,80.6,577.3,197640,62170,107704,27760,1336469
CA,2010,25-29,161,34.7,102.4,338.6,215330,46370,136936,32020,1337557
CA,2010,30-34,146.4,22.7,101.2,224.3,186570,28930,128958,28680,1274437
CA,2010,35-39,83,13.1,57.2,229.8,106070,16780,73013,16280,1277518
CA,2010,40>,23.9,4.9,15.4,321,31070,6420,20005,4640,1298232
CA,2011,<15,5.2,2.9,1.7,1755.5,1330,750,426,160,255205
CA,2011,15-17,28.6,9.8,14.8,658.6,22770,7790,11833,3150,796957
CA,2011,18-19,92.4,30.1,49.4,608.6,49480,16110,26470,6900,535615
CA,2011,20-24,136.3,42.4,74.7,566.7,187830,58380,103009,26440,1378097
CA,2011,25-29,155.7,32.7,99.7,328.3,209690,44100,134322,31270,1346938
CA,2011,30-34,146.1,21.6,101.9,211.7,189760,28030,132435,29290,1299223
CA,2011,35-39,83.6,12.6,58.1,216.4,105010,15800,73024,16190,1256326
CA,2011,40>,24.2,4.9,15.7,310.4,31760,6400,20601,4760,1312420
CA,2012,<15,4.7,2.7,1.4,1883.7,1170,680,359,140,251671
CA,2012,15-17,25.2,8.5,13.2,643.2,19730,6650,10345,2730,783003
CA,2012,18-19,85.1,26.8,46.3,577.9,45060,14180,24545,6330,529755
CA,2012,20-24,130.1,39.8,72,552.7,182720,55860,101061,25800,1404133
CA,2012,25-29,153.8,31.9,98.9,322.8,208090,43200,133812,31080,1353175
CA,2012,30-34,147.6,21.2,103.6,204.2,195430,28010,137182,30240,1324066
CA,2012,35-39,85.9,12.4,60.2,205.4,107600,15500,75457,16640,1252692
CA,2012,40>,24.4,4.8,16,301.8,32160,6340,20994,4830,1315446
CA,2013,<15,4,2.3,1.3,1791.6,1000,560,314,120,248947
CA,2013,15-17,21.5,7.5,11.1,674.9,16560,5750,8525,2280,770094
CA,2013,18-19,77.3,24.7,41.8,589.9,40640,12970,21980,5690,525649
CA,2013,20-24,124,37.9,68.6,552.8,174910,53480,96741,24700,1410744
CA,2013,25-29,147.8,30.8,94.9,325.1,202850,42330,130234,30280,1372365
CA,2013,30-34,146.1,20.4,103.1,197.9,197360,27550,139207,30600,1350575
CA,2013,35-39,86.4,12,61.1,196.3,108620,15060,76715,16850,1256517
CA,2013,40>,24.1,4.5,16,278.2,31610,5840,20989,4780,1310112
CA,2014,<15,3.1,1.8,0.9,2036,780,460,228,90,252085
CA,2014,15-17,18.9,6.7,9.6,695.4,14390,5090,7325,1970,760254
CA,2014,18-19,69.3,21.6,38,568.1,35950,11190,19700,5060,518506
CA,2014,20-24,119.9,35.7,67.1,532.1,168670,50270,94479,23920,1407152
CA,2014,25-29,146,29.8,94.3,316.3,205300,41950,132634,30720,1406442
CA,2014,30-34,149.1,19.6,106.3,184.2,204560,26870,145837,31850,1371825
CA,2014,35-39,90.2,12,64.2,187.2,114300,15220,81301,17780,1266633
CA,2014,40>,24.6,4.3,16.5,263.4,31840,5630,21375,4840,1295365
CA,2015,<15,2.7,1.5,0.9,1731.4,680,380,220,80,249184
CA,2015,15-17,16.6,5.8,8.5,680,12560,4380,6448,1730,757425
CA,2015,18-19,63.1,19.6,34.6,567,32330,10050,17727,4550,512439
CA,2015,20-24,113.1,33.2,63.9,519.3,156790,45970,88516,22300,1385658
CA,2015,25-29,139,28.3,89.9,315.2,200950,40950,129918,30080,1445267
CA,2015,30-34,146.7,18.9,105,180,203140,26160,145306,31680,1384426
CA,2015,35-39,89.1,11.6,63.7,181.5,114680,14870,81938,17870,1286949
CA,2015,40>,24.9,4.1,17,241.7,31770,5240,21675,4860,1274102
CA,2016,<15,2.5,1.4,0.8,1758.2,610,340,195,70,242927
CA,2016,15-17,14.7,5.3,7.4,706.8,11110,3970,5617,1520,754700
CA,2016,18-19,57.1,17.9,31.2,574,28930,9070,15795,4070,506646
CA,2016,20-24,108,30.8,61.7,498.7,146300,41730,83668,20910,1355033
CA,2016,25-29,134.5,26.8,87.5,306.2,199860,39820,130052,29990,1486026
CA,2016,30-34,146.2,18,105.4,170.7,204000,25100,146995,31910,1395003
CA,2016,35-39,89.6,11,64.6,169.6,117470,14370,84720,18380,1310685
CA,2016,40>,25.2,3.9,17.4,226,31560,4920,21785,4850,1252593
CA,2017,<15,2.1,1.2,0.6,1965,510,300,152,60,246311
CA,2017,15-17,12.9,4.7,6.4,736.4,9610,3520,4782,1310,747781
CA,2017,18-19,52.2,16.8,28.2,595.1,26250,8420,14153,3670,502459
CA,2017,20-24,101.5,28.8,58.1,496.4,135150,38420,77404,19320,1331790
CA,2017,25-29,127.2,25.3,82.8,305.4,191870,38150,124921,28800,1507822
CA,2017,30-34,141,17.2,101.7,168.9,197360,24060,142411,30890,1399788
CA,2017,35-39,88.5,10.4,64.2,162.1,117930,13870,85564,18500,1332194
CA,2017,40>,25.5,3.7,17.9,208.6,31840,4650,22271,4920,1246663
CO,1988,<15,9.9,5.3,3.4,1526.1,200,110,71,30,20600
CO,1988,15-17,65.6,28.1,28.9,973.2,4410,1890,1944,580,67321
CO,1988,18-19,149.6,52.7,76.3,690.1,7200,2540,3675,990,48138
CO,1988,20-24,187.1,46.2,113.5,407.4,22210,5490,13476,3240,118725
CO,1988,25-29,164.6,24.9,114.4,217.8,24840,3760,17258,3830,150889
CO,1988,30-34,104.9,14.1,74.5,190,17000,2290,12068,2640,162095
CO,1988,35-39,43.5,7.9,29,273.7,6410,1170,4271,970,147321
CO,1988,40>,9,2.6,5.1,502.8,1060,300,604,150,118116
CO,1992,<15,13.8,6.6,5.4,1213.4,320,150,125,40,22943
CO,1992,15-17,72.8,26.5,36.4,728.9,4850,1770,2423,660,66606
CO,1992,18-19,170.1,53.7,92.6,580.2,7310,2310,3978,1030,42980
CO,1992,20-24,191.1,49.8,113.5,439,22960,5990,13641,3330,120139
CO,1992,25-29,161.8,26.9,110.2,243.7,22150,3680,15087,3390,136852
CO,1992,30-34,110.3,15.6,77.6,200.3,18460,2600,12995,2860,167363
CO,1992,35-39,49.6,9.2,33,277.6,8120,1500,5394,1230,163635
CO,1992,40>,10.6,2.9,6.2,469.1,1530,420,892,220,144684
CO,1996,<15,10.6,4.9,4.3,1123.8,290,130,120,40,27652
CO,1996,15-17,60,20.9,30.8,679.5,4730,1650,2430,650,78818
CO,1996,18-19,145.4,43,81.7,526.5,7310,2160,4111,1040,50291
CO,1996,20-24,169.5,40.3,104.3,386,21140,5020,13011,3100,124739
CO,1996,25-29,148.9,23.7,102.3,231.5,21790,3470,14983,3340,146404
CO,1996,30-34,110.2,13.3,79.6,167.6,18370,2220,13267,2880,166728
CO,1996,35-39,52.1,8.2,35.8,229.9,9600,1520,6611,1470,184518
CO,1996,40>,12,2.8,7.4,381.3,2060,490,1274,300,171501
CO,2000,<15,7.6,2.7,3.9,686.2,230,80,117,30,30248
CO,2000,15-17,49,12.5,29.4,424.1,4360,1110,2614,630,88969
CO,2000,18-19,131.4,28.6,83.3,342.8,7780,1690,4936,1160,59228
CO,2000,20-24,163.3,29,109.5,264.9,23680,4210,15878,3600,145016
CO,2000,25-29,152,16.3,111.8,145.7,23690,2540,17418,3740,155836
CO,2000,30-34,126.1,10.5,95.4,109.7,20180,1680,15279,3220,160076
CO,2000,35-39,57.6,6.7,41.9,159,10390,1200,7556,1630,180478
CO,2000,40>,13.3,2.4,8.8,273,2460,450,1640,370,185344
